,issuekey,title,description,storypoint
1318,TIMOB-19242,android child nodes javascriptbased generated described doc,cant add intentfilter child tag appcelerator custom tag activity tiappxml children tag absent result androidmanifestxml file documentation reference,8
1319,TIMOB-19894,windows textfields passwordmask attribute work windows phone,textfields passwordmask attribute work windows phone run folowing code codexml alloy window textfield passwordmasktrue top width window alloy code textfield displays letter,8
1320,TIMOB-19211,ios tapping undo get range index bounds tiuitextfield,hissue description tapping undo button result application crashing hsteps replicate tiuitextfield allow numeric characters textfiled keyboard type tiuikeyboarddecimalpad started application tapping numbers update textfield tapping undo clear textfield expected behaviour tapping characters present keyboard numeric tapping undo button result application crashing htest case code var changecallback functione esourcevalue esourcevaluereplacenew regexp var window tiuicreatewindow layout vertical backgroundcolor white height tiuifill width tiuifill var sampletest tiuicreatetextfield height width titaniumuifill keyboardtype tiuikeyboarddecimalpad top left borderwidth bordercolor blue maxlength hinttext goes sample text value sampletestaddeventlistenerchange changecallback windowaddsampletest windowopen code hcrash logs code start application log info dropdown afcd error application crashed uncaught exception nsrangeexception error reason error nscfstring replacecharactersinrangewithstring range index bounds error stack trace error error corefoundation xda redacted error libobjcadylib xcfe objcexceptionthrow error corefoundation xda redacted error corefoundation xceed redacted error foundation xcdec redacted error dropdown xcf dropdown error uikit xacbeec redacted error uikit xaca redacted error uikit xacfcae redacted error foundation redacted error foundation redacted error uikit redacted error uikit xaca redacted error uikit xadb redacted error uikit xad redacted error uikit xad redacted error uikit redacted error uikit xaec redacted error uikit xabf redacted error uikit xacc redacted error uikit redacted error uikit xae redacted error uikit xaec redacted error uikit xad redacted error corefoundation xcfd redacted error corefoundation xcffd redacted error corefoundation xcf redacted error corefoundation xcdf cfrunlooprunspecific error graphicsservices xefffc gseventrunmodal error uikit xaaec uiapplicationmain error dropdown xebbec dropdown error libdylddylib redacted error terminating app due uncaught exception nsrangeexception reason nscfstring replacecharactersinrangewithstring range index bounds error first throw call stack error xda xcfe xda xceed xcdec xcf xacbeec xaca xacfcae xaca xadb xad xad xaec xabf xacc xae xaec xad xcfd xcffd xcf xcdf xefffc xaaec xebbec code,3
1321,TIMOB-19212,windows settimeout delay param optional,second param delay optional default specified specifying currently causes runtime exception red screen death,5
1322,TIMOB-19213,windows fireevent fires one listener,fireevent fires one listener multiple listener attached event example following example fires two listeners apptest shown console code var win tiuicreatewindow backgroundcolor blue var btn tiuicreatebutton title fireevent btnaddeventlistenerclick function tiappfireeventapptest tiappaddeventlistenerapptest function tiapiinfoapptest tiappaddeventlistenerapptest function tiapiinfoapptest winaddbtn winopen code,8
1323,TIMOB-19214,ios regression tiuiimageviewimages property crashes app,hissue description crash using animated imageview titanium mobile sdk setting array image paths tiimageviewimages property app gets crash ios simulatordevice hsteps reproduce install attached sample includes images launch app crash since exhibiting following outcomes ios iphone simulator crash ios ipad crash ios iphone crash hstack trace code jul lalo priebesandbox warning info priebesandbox daad jul lalo priebesandbox warning debug loading varmobileapplicationsffeccacbdcepriebesandboxappappjs resource appjs jul lalo priebesandbox warning debug loading varmobileapplicationsffeccacbdcepriebesandboxappapppropsjson resource apppropsjson jul lalo priebesandbox warning error script error column line message collection nsarraym xced mutated enumerated sourceurl filevarmobileapplicationsffeccacbdcepriebesandboxappappjs stack native codenglobal codefilevarmobileapplicationsffeccacbdcepriebesandboxappappjs jul lalo priebesandbox warning debug application booted code,5
1324,TIMOB-19216,windows wrong use stdunorderedmapemplace,found stdunorderedmapemplace used areas haltitaniumkittitaniumwindows seems like often used replace element wrong emplace inserts element key unique timob happening may want doublecheck correctly places,13
1325,TIMOB-19241,ios keyboard loses focus character textfield tableview tableviewrow,textfield tableviewrow enter one character keyboard disappears expected tap grey hint text enter multiple characters keyboard disappear actual enter one character keyboard disappears code attached,5
1326,TIMOB-19217,reversegeocoder getcurrentposition callback objects need fixing,geolocationreversegeocoder returns string instead json object geolocationgetcurrentposition altitudeaccuracy causes memory access error,3
1327,TIMOB-19218,ios disable bitcode build settings default,would nice allow disablement bitcode project wide level ios release many party sdks expect update bitcode support release first ios build need without bitcode support ideally could configured tiappxml,5
1328,TIMOB-19219,windows alertdialog shown twice,windows alertdialog shown twice reproduce show dialog clicking push button close dialog show dialog clicking push button alertdialog shown nothing happens code var win tiuicreatewindow var btn tiuicreatebuttontitlepush btnaddeventlistenerclick function var dialog tiuicreatealertdialog message okay title alert dialog test dialogshow winaddbtn winopen code,8
1329,TIMOB-19221,windows alloy markup tiuiwindowscommandbar,might want new markup support tiuiwindowscommandbar button items using items like titaniumuiiostoolbar would look like code commandbar platformwindows nstiuiwindows items appbarbutton nstiuiwindows idrefreshbutton items commandbar code,13
1330,TIMOB-19224,windows fix scaling keep parity platforms,fix equation calculating values maintain parity platforms,3
1331,TIMOB-19225,windows wrong callback alertdialog,alertdialog click callback fires wrong callback function example following code print callback push push push button print callback push push push code var win tiuicreatewindowlayoutvertical var btn tiuicreatebutton title push btnaddeventlistenerclick function var dialog tiuicreatealertdialog message okay title alert dialog test dialogaddeventlistenerclick function tiapiinfocallback push dialogshow winaddbtn var btn tiuicreatebutton title push btnaddeventlistenerclick function var dialog tiuicreatealertdialog message okay title alert dialog test dialogaddeventlistenerclick function tiapiinfocallback push dialogshow winaddbtn winopen code,8
1332,TIMOB-19227,ios apple watch app installing real device,hproblem reproduce step created simple hello world app appcelerator studio followed walkthrough able debugrun app apple watch simulator trying debugrun app real devices apple watch hexpect result work well like run simulator hactual result app never shows device watchkit app shows apple watch app iphone option show app apple watch status shows installing unfortunately installation never completes hnote tried run app without debugging removed app cleaned studio xcode still error htest project watchtest aslo need tiappxml change path watch extension project specific environment code extensions extension projectpathusersalexyakdocumentsworkappceleratorwatchtestwatchwatchtestwatchtest watchkit extensionextension extensions code,21
1333,TIMOB-19235,android tiuitextellipsizetruncatex working using left right define width,tiuitextellipsizetruncateend tiuitextellipsizetruncatemiddle tiuitextellipsizetruncatestart working use left right define labels width tiuitextellipsizetruncatemarquee still works case set labels ellipsize true show ellipses end even use left right define labels width ellipsize true isnt working reproduce create alloy default project following indexxml code alloy window classcontainer label idlabel onclickdoclick heighttiuisize left right ellipsizetiuitextellipsizetruncateend wordwrapfalsehello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldhello worldlabel window alloy code indextss code container backgroundcolorwhite label color code,5
1334,TIMOB-19231,debug breakpoint wont stop app name contains space,hreproduce steps create new classic mobile app called testapp add breakpoint line appjs file debug app debugger stop line change app name test app tiappxml file space clean app debug hexpect result debugger stop line hactual result app stop hnote tried create new app space app name got problem problem starts version version works well,5
1335,TIMOB-19232,ios headerviewfooterview listview disappears half swipe back,hissue description listview contains headerview footerview listsection disappear time swipe window back hsteps reproduce navigate page page page swipe left end screen half screen cancel swipe moving back left end screen contents headerviewfooterview disappear screenshot attached hsample code code var createcustomview functiontitle var view tiuicreateview backgroundcolor height var text tiuicreatelabel text title left color fff viewaddtext return view var rows var rowspush properties title row var win tiuicreatewindow title window backgroundcolor red navbarhidden false var button tiuicreatebutton title open blue window buttonaddeventlistenerclick function var win tiuicreatewindow titleblue window backgroundcolorblue var tiuicreatelistsection items rows var tiuicreatelistview height tiuifill widthtiuifill headerview createcustomviewheader view footerview createcustomviewfooter view contentinsets top bottom sections winaddlv navopenwindowwin winaddbutton var nav tiuiioscreatenavigationwindow window win navopen code,5
1336,TIMOB-19249,ios listview randomly crashes app,app crashes point repeatedly opening closing win please find attached source code reproduce issue also check video recorded see crash somebody mentioned happen see jira see error codejava error application crashed uncaught exception nsgenericexce ption error reason error collection nsarraym xcae mutated enume rated error stack trace error error corefoundation xfca exceptionpreproc ess error libobjcadylib xba objcexceptionthr error corefoundation xfcfe nsfastenumeratio nmutationhandler error bugreporteralloy xdd doproxydelegaterea dvalueswithkeysfromproxy error bugreporteralloy xadde tiuiview readpro xyvalueswithkeys error bugreporteralloy tiviewproxy fire propertychanges error bugreporteralloy tiviewproxy view error bugreporteralloy xcabd tiuilistviewprox listview error bugreporteralloy xcb tiuilistview proxy settemplatesblockinvoke error bugreporteralloy tithreadperformo nmainthreadblockinvoke error bugreporteralloy tithreadprocesspen dingmainthreadblocks error bugreporteralloy tithreadperformo nmainthreadblockinvoke error libdispatchdylib xda dispatchcallblo ckandrelease error libdispatchdylib xeecf dispatchclientc allout error libdispatchdylib xee dispatchmainque uecallbackcf error corefoundation xfbee cfrunloopisser vicingthemaindispatchqueue error corefoundation xedf cfrunlooprun error corefoundation xedab cfrunlooprunspecif error corefoundation xedb cfrunloopruninmode error graphicsservices xcc gseventrunmodal error graphicsservices gseventrun error uikit uiapplicationmain error bugreporteralloy xbfb main error libdylddylib xaac start error error bugreporteralloy terminatin app due uncaught exception nsgenericexception reason collection nsarraym xcae mutated enumerated error first throw call stack error error corefoundation xfc exceptionprepro cess error libobjcadylib xba objcexceptionth row error corefoundation xfcfe nsfastenumerati onmutationhandler error bugreporteralloy xdd doproxydelegatere advalueswithkeysfromproxy error bugreporteralloy xadde tiuiview readpr oxyvalueswithkeys error bugreporteralloy tiviewproxy fir epropertychanges error bugreporteralloy tiviewproxy vie error bugreporteralloy xcabd tiuilistviewpro listview error bugreporteralloy xcb tiuilistvie wproxy settemplatesblockinvoke error bugreporteralloy tithreadperform onmainthreadblockinvoke error bugreporteralloy tithreadprocesspe ndingmainthreadblocks error bugreporteralloy tithreadperform onmainthreadblockinvoke error libdispatchdylib xda dispatchcallbl ockandrelease error libdispatchdylib xeecf dispatchclient callout error libdispatchdylib xee dispatchmainqu euecallbackcf error corefoundation xfbee cfrunloopisse rvicingthemaindispatchqueue error corefoundation xedf cfrunlooprun error corefoundation xedab cfrunlooprunspeci fic error corefoundation xedb cfrunloopruninmod error graphicsservices xcc gseventrunmodal error graphicsservices gseventrun error uikit uiapplicationmain error bugreporteralloy xbfb main error libdylddylib xaac start error error libcabidylib terminating uncaught exception type nsexcept ion code,5
1337,TIMOB-19243,windows update webkitjsc port latest,current port webkitjsc roughly years old try bring date get perf improvements get features promise etc,21
1338,TIMOB-19244,windows avoid recompile native wrappers,developers use native api access generate wrapper types native type may touch take significant amount time build list types hasnt changed shouldnt rebuild native winrt component set types gets larger recompile new types requirehookplatformobjectmoduleloader,8
1339,TIMOB-19245,windows allow mixing tiuiview windows components,developer uses native wrappers currently cannot generate native components add titanium viewwindow vice versa support ability wrap native widgets tiuiviews necessary unwrap tiuiview native components native wrappers necessary something pedros tireflex handles,13
1340,TIMOB-20030,ios repeated call listviewaddeventlistenerscrollstart result listener,current behavior code listviewaddeventlistenerscrollstart thismycallback code register event listener check listener already registered something like code function attach listviewaddeventlistenerscrollstart thismycallback attach lots code loop async callback attach code habe second registered callback todo something like unregister code listviewremoveeventlistenerscrollstart thismycallback listviewremoveeventlistenerscrollstart thismycallback code difficult debug problems around overlooked second call addeventlistener expected second listener registered optional warning notice already listener,5
1341,TIMOB-19253,ios clicking list item editing list fire itemclick event,test code codejava var win tiuicreatewindowbackgroundcolor white var listviewediting false var listview tiuicreatelistviewediting listviewediting height top var sections var fruitsection tiuicreatelistsection headertitle fruits var fruitdataset properties title apple canedit true properties title banana fruitsectionsetitemsfruitdataset sectionspushfruitsection listviewsections sections listviewaddeventlisteneritemclick function alertitemclick bug fires listviewediting false winaddlistview var button tiuicreatebuttontitle toggle editing buttonaddeventlistenerclick function listviewediting listviewediting listviewediting listviewediting winaddbutton winopen code,1
1342,TIMOB-20181,ios multipartformdata produces bad contenttype headers individual parts,appcelerator commandline interface version appcelerator studio build mac ide ios issue using ios sdk xcode version android works differently web service calls sends headers server understands titanium sdk breaks calls multipartformdata web services server adding contenttype text parameters add sdk code use please note need create requestbin test codejavascript function getloadercbfn var loader titaniumnetworkcreate var response success false data null errors null loadersetfilefn loaderonload function loaderresponseinfothis titaniumapiinfodata request succeeded responsedata thisresponsedata cbfnthis response loaderonerror function loaderresponseinfothis titaniumapiinfodata request failed responsesuccess false errors response responseerrors responseerrorspusherror calling webservice cbfnthis response return loader function multipartdataurl cbfn params var loader getloadercbfn loaderopen url loaderonreadystatechange function loaderreadystate tiapiinfoonreadystatechange loaderresponsetext loadersendparams function setprofileimage paramsobj cbfn paramsobjimagetype profileimage paramsobjticket qtpticket temporary ticket created login var url debug sent requestbin url multipartdataurl cbfn paramsobj post actual web service call url multipartdataurl cbfn paramsobj post code requestbin output titanium sdk post wop multipartformdata boundaryxtiboundary ago formpost parameters ticket dmadmecamfcdafcb imagetype profileimage headers connecttime xrequestid becddbadbfbbfab accept xtitaniumid afeffefaebadbfd contenttype multipartformdata boundaryxtiboundary host requestbin useragent appcelerator titanium iphone simulator iphone enus acceptlanguage enus acceptencoding gzip deflate via vegur connection close xrequestedwith xml contentlength totalroutetime raw body xtiboundary contentdisposition formdata nameticket contenttypetextplaincharsetutf dmadmecamfcdafcb xtiboundary contentdisposition formdata nameimagetype contenttypetextplaincharsetutf profileimage xtiboundary contentdisposition formdata nameimagefile filenamejpeg contenttype imagejpeg requestbin output titanium sdk post wop multipartformdata charsetutf boundaryxtiboundary ago formpost parameters ticket dmadmecamfbbcbaf imagetype profileimage headers connecttime xrequestid eabcaabcbaabec accept via vegur contenttype multipartformdata charsetutf boundaryxtiboundary host requestbin useragent appcelerator titanium iphone simulator iphone enus acceptlanguage enus acceptencoding gzip deflate xtitaniumid afeffefaebadbfd connection close xrequestedwith xml contentlength totalroutetime raw body xtiboundary contentdisposition formdata nameticket dmadmecamfbbcbaf xtiboundary contentdisposition formdata nameimagetype profileimage xtiboundary contentdisposition formdata nameimagefile filenamejpeg contenttype imagejpeg way control individual contenttypes multipartformdata post specifically change text parameters contenttype like,5
1343,TIMOB-19251,windows tabs added using tabgroup property rendered,run sample code windows emulator used emulator wvga inch results application display contentonly black screen info addtab method works console outputs tabs added tabgroup object noformat var win tiuicreatewindow backgroundcolor blue title blue winaddtiuicreatelabeltext blue window var win tiuicreatewindow backgroundcolor red title red winaddtiuicreatelabeltext red window var tab tiuicreatetab window win title blue tab tiuicreatetab window win title red tabgroup tiuicreatetabgroup tabs tab tab tabgroupaddtabtab tabgroupaddtabtab tabgrouptabs tab tab tabgroupsettabstab tab tabgroupopen tiapiinfotabgrouptabs noformat,5
1344,TIMOB-19330,android grouped notification working,able get grouped notification app added following line tiappxml made changes notification tray mobilemeans grouping notification notification property nameacsgroupednotificationmessage typestringyou number unread messagesproperty,5
1345,TIMOB-19262,ios encrypted database module sqlite file encrypted database,hissue description picked latest version encrypted module dashboard upgraded app however module unable access get error sqlite file encrypted database hexpected behavior new version module able open older secret hsteps replicate grab sample code throw appjs run app module version alert shown fetched change version module tiappxml run app error seen cannot accessed htest case code var dbobj requireappceleratorencrypteddatabase var instance null function init dbobjsetpasswordsecret tiapiinfoopening instance dbobjopentestdb function setup instanceexecutecreate table exists testtableid integer primary key instanceexecuteinsert ignore testtableid values function fetch var rowvalue null var rowhandle instanceexecuteselect testtable rowhandleisvalidrow rowvalue rowhandlefieldbynameid alertfetched data rowvalue init setup fetch code hlogs code start simulator log info application started info appcdevpushtest info opening error sqlite database error occurred database usersegomezlibrarydevelopercoresimulatordevicesbadbedefbcedatacontainersdataapplicationadbceaabceafflibraryprivate documentstestdbsql error domaincomplausiblelabsencpldatabase code error occured parsing provided sql statement userinfoxee complausiblelabsencpldatabaseerrorvendorcode complausiblelabsencpldatabaseerrorvendorstringfile encrypted database nslocalizeddescriptionan error occured parsing provided sql statement complausiblelabsencpldatabaseerrorquerystringcreate table exists testtableid integer primary key sqlite file encrypted database query create table exists testtableid integer primary key error script error error column error line error message invalid sql statement error nativelocation appceleratorencrypteddatabasedbproxy execute appceleratorencrypteddatabasedbproxym error nativereason error domaincomplausiblelabsencpldatabase code error occured parsing provided sql statement userinfoxee complausiblelabsencpldatabaseerrorvendorcode complausiblelabsencpldatabaseerrorvendorstringfile encrypted database nslocalizeddescriptionan error occured parsing provided sql statement complausiblelabsencpldatabaseerrorquerystringcreate table exists testtableid integer primary key error sourceurl fileusersegomezlibrarydevelopercoresimulatordevicesbadbedefbcedatacontainersbundleapplicationbbbffdacadffappcdevpushtestappappjs error stack native codensetupfileusersegomezlibrarydevelopercoresimulatordevicesbadbedefbcedatacontainersbundleapplicationbbbffdacadffappcdevpushtestappappjsnglobal codefileusersegomezlibrarydevelopercoresimulatordevicesbadbedefbcedatacontainersbundleapplicationbbbffdacadffappcdevpushtestappappjs error code,13
1346,TIMOB-19263,android build fails android cli error run exited error code,error due titanium cli seen error logs reproducible appc cli well hsteps reproduce create app android build android deviceemulator actual results build fails error code error failed compile java source files error error userslokeshchoudharydesktopworkspacesnewworkspacezclassicbuildandroidgencomappzclassiczclassicapplicationjava error cannot find symbol error stylesheet new applicationstylesheet error error symbol class applicationstylesheet error location class zclassicapplication error note userslokeshchoudharydesktopworkspacesnewworkspacezclassicbuildandroidgencomappzclassicassetcryptimpljava uses unchecked unsafe operations error note recompile xlintunchecked details error error trace titanium exited exit code error error run exited error code childprocessanonymous userslokeshchoudharyappceleratorinstallpackagenodemodulesappcclititaniumpluginsrunjs childprocessemit eventsjs processchildprocesshandleonexit childprocessjs error application installer abnormal process termination process exit value code hexpected results build successful,2
1347,TIMOB-19264,sdk select sdkversion failed run command sdk error message appear,details sdk select sdkversion failed run command sdk error message appear note regression titanium cli issue affect appc sdk select sdkversion blocker since still able select sdk via prompting sdk select appc sdk select steps reproduce run sdk select sdkversion sdkversion valid sdk machine actual following error appear code wilsoncomputer wluu sdk select titanium commandline interface cli version titanium sdk version copyright appcelerator inc rights reserved please report bugs error failed run command sdk error referenceerror value defined select usrlocallibnodemodulestitaniumlibcommandssdkjs exportsrun usrlocallibnodemodulestitaniumlibcommandssdkjs clianonymous usrlocallibnodemodulestitaniumlibclijs usrlocallibnodemodulestitaniumnodemodulesasynclibasyncjs objectanonymous usrlocallibnodemodulestitaniumnodemodulesasynclibasyncjs clifirehookcallback usrlocallibnodemodulestitaniumlibhookjs usrlocallibnodemodulestitaniumlibhookjs usrlocallibnodemodulestitaniumnodemodulesasynclibasyncjs asynceachseries usrlocallibnodemodulestitaniumnodemodulesasynclibasyncjs asyncmap usrlocallibnodemodulestitaniumnodemodulesasynclibasyncjs objectrun usrlocallibnodemodulestitaniumnodemodulesnodeappclibsubprocessjs find usrlocallibnodemodulestitaniumnodemodulesnodeappclibsubprocessjs qprocess usrlocallibnodemodulestitaniumnodemodulesnodeappcnodemodulesasynclibasyncjs processimmediate timersjs code expected failed run command sdk error appear,1
1348,TIMOB-19265,cannot install ios simulator using xcode,using xcode unable install ios simulator creating building project steps reproduce set xcode selected xcode version create new project appc new run project ios simulator using appc run ios actual results simulator launch never install app stays launching ios simulator expected results ios simulator installs runs app notes using xcode targeting ios sim run simulators expected sure capitan thing,3
1349,TIMOB-19266,cli launching project launchwatchapp deviceid flag launch valid simulator,hdescription running project appc run ios launchwatchapp simulator autoselected results simulator support watch apps case launches ipad simulator running launchwatchapp device passed simulator launched always compatible apple watch hsteps reproduce create project using appc new project create apple watch project using appc create type fruitwatch run project using appc new ios launchwatchapp hactual result simulator launched compatible apple watch hexpected result simulator launched compatible apple watch,1
1350,TIMOB-19267,ios extensions watch app files deleted subsequent builds,first build extensions watch apps nuked build dir build needs whiltelist extension watch app files,13
1351,TIMOB-19268,xcode app crashes launch app installed ios device,details app crashes launch app installed ios device notes xcodeselect pointed xcode beta point xcodeselect xcode able launch app ios device current stack steps reproduce make sure xcodeselect pointing xcode beta sudo xcodeselect pathtoxcode create new project appc cli install project ios device app installed onto device try launching app actual app crash launch see attachment crash logs expected apps crash launch,3
1352,TIMOB-19269,validate correct xcode building app watchkit app,building app watchkit app ios build needs check specified ios sdk compatible watchkit apps,8
1353,TIMOB-19270,building ios app watchkit app needs specify destination,default xcodebuild performs iphoneos devicedist build order build simulator need specify sdk watch apps would fail build dont support iphonesimulator sdk fix specifying destination xcode pick appropriate simulator sdk target param look like code destination platformios simulatoros appcversionformatiosversion nameiphone code device name need match whatever selected simulator also well need scheme default titanium project doesnt one well need add one make sure shared,13
1354,TIMOB-19271,use iossim launch watchkit apps xcode ios simulator,use simctl launch watchkit app xcode ios simulator external display app doesnt appear launch screen black main external displays didnt problem iossim use iossim launch watch app xcode ios simulators,13
1355,TIMOB-19272,ios build selects invalid simulator building watch app,building app watchkit app probably watchkit ios iosautoselectdevicetrue picks simulator doesnt support watch apps code build ios launchwatchapp force code code info launching ios simulator trace ioslib found watchos app comappceleratortestappwatchkitapp trace ioslib validating ios simulator udid fcffbbaaaacecdd trace ioslib found ios simulator udid fcffbbaaaacecdd error error selected ios simulator udid fcffbbaaaacecdd support watch apps code logic performed ios build,13
1356,TIMOB-19274,cli building ios device app always bit,hdescription building device app appears always bit using code xcrun lipo info pathtobinary show bit slice building device note packaging bit slice present app passes xcode validation xrcun shows bit slice regression code var win tiuicreatewindow backgroundcolor blue winopen winaddeventlistenerclick functione consolelogostype tiplatformostype consolelogarchitecture tiplatformarchitecture code hsteps reproduce add code project build app bit device tap screen hactual result printed code info ostype bit info architecture armv code hexpected result printed code info ostype bit info architecture arm code,3
